government,department_name,vote_number,is_vote_primary,intro,website_url
South Africa,Public Works,11,True,"## Vote purpose

_Provide policy formulation for, as well as coordination, regulation and
oversight of, the public works sector in relation to the accommodation,
housing, land and infrastructure needs of national departments. Enhance
intergovernmental relations by coordinating concurrent public works functions.
Lead and direct the implementation of the national expanded public works
programme. Promote growth, job creation and transformation in the construction
and property industries._



## Mandate

As set out in the Government Immovable Asset Management Act (2007), the
Department of Public Works is mandated to be the custodian and portfolio
manager of national government’s immovable assets. Following the
operationalisation of the Property Management Trading Entity in 2015/16, the
department’s role will now be policy formulation, coordination, regulation and
oversight relating to the provision of accommodation and expert built
environment services to client departments at the national government level;
as well as, through the Property Management Trading Entity, the planning,
acquiring, managing and disposing of immovable assets in the department’s
custody. The department is further mandated to coordinate and provide
strategic leadership in job creation initiatives through the implementation of
the expanded public works programme. Public works is constitutionally
designated as a concurrent function exercised by both the national and
provincial spheres of government.

",www.publicworks.gov.za
South Africa,Statistics South Africa,12,True,"## Vote purpose

_Lead and partner in the production of statistics in line with internationally
recognised principles and standards, to inform users about socioeconomic
dynamics for evidence-based decisions._



## Mandate

Statistics South Africa is a national government department accountable to the
Minister in the Presidency: Planning, Monitoring and Evaluation. The
department’s activities are regulated by the Statistics Act (1999), which
mandates the department to advance the production, dissemination, use and
coordination of official and other statistics to assist organs of state,
businesses, other organisations and the public in planning, monitoring, and
decision making. The act also requires that the department coordinates
statistical production among organs of state in line with the purpose of
official statistics and statistical principles.

",www.statssa.gov.za
South Africa,Women,13,True,"## Vote purpose

_Lead, coordinate and oversee the transformation agenda on women’s
socioeconomic empowerment, rights and equality._



## Mandate

The Department of Women derives its mandate from the Constitution and the
presidential proclamation made in 2014, in terms of which the department is
mandated to champion gender equality, and the achievement of women’s
socioeconomic empowerment and rights.

",www.women.gov.za
South Africa,Basic Education,14,True,"## Vote purpose

_Develop, maintain and support a South African school education system for the
21st century._



## Mandate

The Department of Basic Education derives its mandate from the following
legislation:

  * the National Education Policy Act (1996), which inscribed into law the policies, the legislative and monitoring responsibilities of the Minister of Basic Education, as well as the formal relations between national and provincial authorities

  * the South African Schools Act (1996), which promotes access, quality and democratic governance in the schooling system and makes schooling compulsory for children aged 7 to 15, to ensure that all learners have right of access to quality education without discrimination

  * the Employment of Educators Act (1998), which regulates the professional, moral and ethical responsibilities of educators, as well as the competency requirements for teachers.

",www.education.gov.za
South Africa,Higher Education and Training,15,True,"## Vote purpose

_Develop and support a quality higher and vocational education sector. Promote
access to higher and vocational education and skills development training
opportunities._



## Mandate

The Department of Higher Education and Training derives its mandate from the
following pieces of legislation:

  * the Higher Education Act (1997), which provides for a unified and national system of higher education

  * the National Student Financial Aid Scheme Act (1999), which provides for the granting of loans and bursaries to eligible students attending public higher education and training institutions, and the subsequent administration of such loans and bursaries

  * the Continuing Education and Training Colleges Act (2006), which provides for the regulation of continuing education and training, the establishment of governance structures and the funding of public technical and vocational education and training colleges and community education and training colleges, the registration of private colleges, and the promotion of quality in continuing education and training

  * the Skills Development Levies Act (1999), which provides for the imposition of skills development levies

  * the Skills Development Act (2008), which enables the creation of the National Skills Agency, the establishment of the Quality Council for Trades and Occupations, and the regulation of apprenticeships, learnerships and other matters relating to skills development

  * the National Qualifications Framework Act (2008), which provides for the national qualifications framework, the South African Qualifications Authority and the quality councils, for the issuing and quality assurance of qualifications required on the sub-frameworks of the national qualifications framework. 

",www.dhet.gov.za
South Africa,Health,16,True,"## Vote purpose

_Provide leadership and coordination of health services to promote the health
of all people in South Africa through_ _an accessible, caring and high quality
health system based on the primary health care approach._



## Mandate

The Department of Health derives its mandate from the National Health Act
(2003), which requires the department to provide a framework for a structured
uniform health system within South Africa. The act sets out the functions of
the three levels of government as they relate to health services. The
department contributes directly to achieving the government outcome that calls
for a long and healthy life for all South Africans (outcome 2).

",www.doh.gov.za
South Africa,Social Development,17,True,"## Vote purpose

_Ensure protection against vulnerability by creating an enabling environment
for the provision of a comprehensive, integrated and sustainable social
development service._



## Mandate

The 1997 White Paper for Social Welfare sets out the principles, guidelines,
policies and programmes for developmental social welfare in South Africa. It
has provided the foundation for social welfare in the post- 1994 era. The
Department of Social Development is not established in terms of a single act;
several pieces of legislation determine its mandate:

  * The Social Assistance Act (2004) provides a legislative framework for providing social assistance. It sets out the different types of grants payable as well as their qualifying criteria. It also makes provision for the establishment of the inspectorate for social assistance.

  * The Non-Profit Organisations Act (1997) establishes an administrative and regulatory framework within which non-profit organisations can conduct their affairs, and provides for their registration by the department.

  * The Older Persons Act (2006) establishes a framework for empowering and protecting older persons, and promoting and maintaining their status, rights, wellbeing, safety and security. It provides for older persons to enjoy good quality services while staying with their families in their communities for as long as possible. It also makes provision for older persons to live in residential care facilities if they are unable to stay with their families or within their communities. 

  * The Children’s Act (2005) sets out principles relating to the care and protection of children, and defines parental responsibilities and rights. It deals with early childhood development, drop-in centres and early intervention, children in alternative care such as foster care, child and youth care centres and the adoption of children. 

  * The Prevention of and Treatment for Substance Abuse Act (2008) regulates substance abuse services and facilities. 

  * The 1998 White Paper on Population Policy for South Africa is aimed at promoting the sustainable development of all South Africans by integrating population issues with development planning in all spheres of government and all sectors of society. 

",www.dsd.gov.za
South Africa,Correctional Services,18,True,"## Vote purpose

_Contribute to a just, peaceful and safer South Africa through the effective
and humane incarceration of inmates and the rehabilitation and social
reintegration of offenders._



## Mandate

The mandate of the Department of Correctional Services is derived from the
Correctional Services Act (1998), as amended; the Criminal Procedure Act
(1977); the 2005 White Paper on Corrections; and the 2014 White Paper on
Remand Detention Management in South Africa. The legislation requires the
department to contribute to maintaining and promoting a just, peaceful and
safe society by correcting offending behaviour in a safe, secure and humane
environment, thus facilitating optimal rehabilitation and reduced repeat
offending.

",www.dcs.gov.za
South Africa,Defence and Military Veterans,19,True,"## Vote purpose

_Defend and protect the Republic of South Africa, its territorial integrity
and its people, in accordance with the Constitution and the principles of
international law regulating the use of force. Provide for military veterans’
benefits._



## Mandate

The Department of Defence derives its mandate from section 200 of the
Constitution, the Defence Act (2002), as amended by the Defence Amendment Act
(2010), as well as the 1996 White Paper on Defence, the 1998 Defence Review
and the 2015 South African Defence Review. The department is required to
provide, manage, prepare and employ defence capabilities that are commensurate
with the needs of South Africa.

",www.dod.mil.za
South Africa,Independent Police Investigative Directorate,20,True,"## Vote purpose

_Ensure independent oversight of the South African Police Service and the
Municipal Police Services. Conduct independent and impartial investigations of
identified criminal offences allegedly committed by members of the South
African Police Service and the Municipal Police Services; and make appropriate
recommendations._



## Mandate

The Independent Police Investigative Directorate exercises its functions in
accordance with the Independent Police Investigative Directorate Act (2011).
The act gives effect to the provisions of section 206(6) of the Constitution,
which provides for the establishment of an independent police complaints body
that must investigate any alleged misconduct of, or offence committed by, a
member of the police service. The thrust of the directorate’s work is to
investigate serious and priority crimes allegedly committed by members of the
South African Police Service and Municipal Police Services.

The Independent Police Investigative Directorate Act (2011), which came into
effect on 1 April 2012, grants the directorate an extended mandate and changes
the focus of the directorate’s work from a complaints driven organisation to
one that prioritises the investigative function. The act further places
stringent obligations on the South African Police Service and Municipal Police
Services to report matters that must be investigated by the directorate and
ensures the implementation of disciplinary recommendations made by the
directorate.

",www.ipid.gov.za
South Africa,Justice and Constitutional Development,21,True,"## Vote purpose

_Uphold and protect the Constitution and the rule of law, and render
accessible, fair, speedy and cost effective administration of justice in the
interests of a safer and more secure South Africa._



## Mandate

In addition to its constitutional mandate, the Department of Justice and
Constitutional Development derives its mandate from a number of acts, which
cover all the categories of the department’s functions. These include: the
establishment of magistrates’ courts and appointment of magistrates and other
judicial officers, their conditions of service; discipline and training; the
establishment and functioning of the Special Investigating Unit and the
National Prosecuting Authority, including the Asset Forfeiture Unit; the
conduct of criminal proceedings; the prosecution of organised crime and
corruption, and the forfeiture of assets obtained through illicit means;
provision of witness protection to vulnerable and intimidated witnesses and
their related persons in judicial proceedings; the establishment and
functioning of bodies responsible for legal aid, law reform and rule making;
the appointment of masters of the high courts, and the administration of the
Guardian’s Fund and deceased and insolvent estates; the regulation and
provisioning of legal advisory services to government departments; the
promotion, protection and enforcement of certain human rights; the protection
of vulnerable groups; the management of third party funds; and support to
chapter 9 institutions.

",www.justice.gov.za
South Africa,Office of the Chief Justice and Judicial Administration,22,True,"## Vote purpose

_Strengthen judicial governance and independence by rendering effective
support to the Chief Justice in executing administrative and judicial powers
and duties as both head of the judiciary and the Constitutional Court._



## Mandate

The mandate of the Office of the Chief Justice is to render support to the
chief justice as the head of the judiciary, as provided for in section 165 (6)
of the Constitution, read together with the Superior Courts Act (2013). The
Office of the Chief Justice is also required to: provide and coordinate legal
and administrative support to the chief justice; provide communication and
relationship management services and intergovernmental and internal
coordination; develop courts administration policy, and norms and standards;
support the development of judicial policy, and norms and standards; support
the judicial function of the Constitutional Court; and support the Judicial
Service Commission and South African Judicial Education Institute in the
execution of their mandates.

",www.judiciary.org.za
South Africa,Police,23,True,"## Vote purpose

_Prevent, combat and investigate crime, maintain public order, protect and
secure the inhabitants of South Africa and their property, and uphold and
enforce the law._



## Mandate

The South African Police Service derives its powers and functions from section
205 of the Constitution and from the South African Police Service Act (1995).
This legislation regulates the police service in terms of its core function,
which is to prevent, investigate and combat crime.

",www.saps.gov.za
South Africa,"Agriculture, Forestry and Fisheries",24,True,"## Vote purpose

Lead, support and promote agricultural, forestry and fisheries resources management through policies, strategies and programmes to enhance sustainable use, and achieve economic growth, job creation, food security, rural development and transformation.

## Mandate

The mandate of the Department of Agriculture, Forestry and Fisheries includes value chains, inputs, production and consumption in the agriculture, forestry and fishery sectors. The department’s mandate is derived from a range of legislation, including the Sea Fisheries Act (1988), the National Forests Act (1988), the Agricultural Products Standards Act (1990), and the Conservation of Agricultural Resources Act (1993).",www.daff.gov.za
South Africa,Economic Development,25,True,"## Vote purpose

_Promote economic development policy formulation and planning for the benefit
of all South Africans._



## Mandate

The Economic Development Department was established in 2009 and has assumed
responsibilities relating to the creation of decent employment through
inclusive economic growth, including the implementation of certain aspects of
the national development plan, the new growth path and the national
infrastructure plan as captured in outcomes 4, 6 and 7 of government’s
2014-2019 medium term strategic framework.

The department is also responsible for five public entities, comprising three
regulatory bodies and two development finance institutions. These are: the
Competition Commission, the Competition Tribunal, the International Trade
Administration Commission of South Africa, the Industrial Development
Corporation of South Africa and the Small Enterprise Finance Agency.

In line with these responsibilities, the department’s mandate includes the
administration of the following legislation:

  * the Industrial Development Act (1940)

  * the Competition Act (1998)

  * the International Trade Administration Act (2002)

  * the Infrastructure Development Act (2014).

",www.economic.gov.za
South Africa,Energy,26,True,"## Vote purpose

_Formulate energy policies, regulatory frameworks and legislation, and oversee
their implementation to ensure energy security, the promotion of
environmentally friendly energy carriers, and access to affordable and
reliable energy for all South Africans._



## Mandate

The Department of Energy is mandated to ensure the secure and sustainable
provision of energy for socioeconomic development. It is to achieve this by
developing an integrated energy plan for the entire energy sector, regulating
energy industries, and promoting investment in accordance with the integrated
resource plan (which focuses on electricity). A number of acts regulate the
energy sector and reflect the legislative measures the department has
instituted to govern the energy sector.

  * Key among these are:

  * the National Energy Act (2008)

  * the Petroleum Products Act (1977)

  * the Electricity Regulation Act (2006).

  * The National Energy Act (2008) sets out the core aspects of the department’s mandate and is the enabling legislation that empowers the Minister of Energy to:

  * ensure that diverse energy resources are available in sustainable quantities and at affordable prices in the South African economy to support economic growth and poverty alleviation, while taking into account environmental considerations

  * plan for the increased generation and consumption of renewable energy, a contingency energy supply, the holding of strategic energy feedstock and carriers, adequate investment in appropriate upkeep, and access to energy infrastructure

  * collect data and information regarding energy demand, supply and generation

  * promote electricity regulation, energy research and the efficient generation and consumption of energy.

The department is also mandated to regulate the petroleum industry at the
manufacturing, wholesale and retail levels, through the implementation of the
Petroleum Products Act (1977). The Petroleum and Liquid Fuels Charter is
annexed to the Petroleum Products Amendment Act (2003), and outlines the
department’s strategy to effect the transformation of the industry.

In terms of its policy mandate, the department is working with a range of
documents and legislation that support the long term vision for South Africa
to use as much renewable energy as possible; create the necessary conditions
to stimulate an efficient electricity market; and position South Africa to
become globally competitive in the use of innovative technology for the
design, manufacture and deployment of state of the art nuclear energy systems,
power reactors and nuclear fuel cycle systems.

",www.energy.gov.za
South Africa,Environmental Affairs,27,True,"## Vote purpose

_Lead South Africa's environmental sector to achieve sustainable development
towards a better quality of life for all._



## Mandate

The Department of Environmental Affairs is mandated to give effect to the
right of citizens to an environment that is not harmful to their health or
wellbeing, and to have the environment protected for the benefit of present
and future generations. To this end, the department provides leadership in
environmental management, conservation and protection towards sustainability
for the benefit of South Africans and the global community.

This mandate is derived from the following legislation:

  * the National Environmental Management Act (1998), which provides for issue specific legislation on: biodiversity and heritage resources; oceans and coasts; climate change and air quality management; and waste and chemicals management

  * the National Environmental Management Amendment Act (2004), which streamlines the process of regulating and administering the environmental impact assessment process

  * the National Environmental Management: Protected Areas Amendment Act (2009), which provides for the assignment of national parks, special parks and heritage sites to South Africa in terms of the World Heritage Convention Act (1999)

  * the National Environmental Management: Biodiversity Act (2004), which significantly reforms South Africa’s laws regulating biodiversity

  * the National Environmental Management: Air Quality and Atmospheric Act (2004), which reforms the law regulating air quality in order to protect the environment by providing reasonable measures for preventing pollution and ecological degradation, securing ecologically sustainable development, and provides for national norms and standards regulating air quality monitoring

  * the National Environmental Management: Waste Act (2008), which reforms the law regulating waste management in order to protect health and the environment by providing reasonable measures for the prevention of pollution

  * the National Environmental Management: Integrated Coastal Management Act (2008), which promotes the conservation of the coastal environment and ensures sustainable development practices and the use of natural resources.

",www.environment.gov.za
South Africa,Labour,28,True,"## Vote purpose

_Play a significant role in reducing unemployment, poverty and inequality
through pursuing the objectives of full and productive employment and decent
work for all, including: employment creation and enterprise development;
standards and rights at work including equality of opportunities; social
protection; and social dialogue._



## Mandate

The Department of Labour derives its legislative mandate from the
Constitution, and this is given effect through a number of acts that regulate
labour matters in South Africa. The most important of these are the Labour
Relations Act (1995), the Basic Condition of Employment Act (1997), the
Employment Equity Act (1998), the Occupational Health and Safety Act (1993),
and the Employment Services Act (2014).

The policy mandate of the department is to regulate the labour market through
policies and programmes developed in consultation with social partners, which
are aimed at:

  * improving economic efficiency and productivity

  * facilitating decent employment creation

  * promoting labour standards and fundamental rights at work 

  * providing adequate social safety nets to protect vulnerable workers

  * promoting and enforcing sound labour relations

  * eliminating inequality and discrimination in the workplace

  * enhancing occupational health and safety awareness and compliance in the workplace

  * giving value to social dialogue in the formulation of sound, and responsive legislation and policies to attain labour market flexibility for competitiveness of enterprises, balanced with the promotion of decent employment.

",www.labour.gov.za
South Africa,Mineral Resources,29,True,"## Vote purpose

_Promote and regulate the minerals and mining sector for transformation,
growth and development. Ensure that all South Africans derive sustainable
benefits from the country's mineral wealth._



## Mandate

The mandate of the Department of Mineral Resources is broadly informed by the
following:

  * the Mineral and Petroleum Resources Development Act (2002), which provides the regulatory framework for equitable access to and the sustainable development of mineral resources and related matters

  * the Mine Health and Safety Act (1996), which governs mine health and safety the 1998 White Paper on the Minerals and Mining Policy for South Africa, which provides the framework for the transparent and efficient regulation of the mineral resources and mineral industry.

",www.dmr.gov.za
South Africa,Science and Technology,30,True,"## Vote purpose

_Realise the full potential of science and technology in social and economic
development by developing human resources, research and innovation_.



## Mandate

The Department of Science and Technology executes its mandate through the
implementation of the 1996 White Paper on Science and Technology, the national
research and development strategy and the 10-year innovation plan. The plan
aims to make science and technology a driving force in enhancing productivity,
economic growth and socioeconomic development.

",www.dst.gov.za
South Africa,Small Business Development,31,True,"## Vote purpose

_Promote the development of small businesses and cooperatives that contribute to inclusive economic growth and job creation._

## Mandate

The Department of Small Business Development was established as a national department in accordance with the reorganisation of some national departments announced by the President in May 2014. The department is tasked with the responsibility to lead an integrated approach to the promotion and development of small businesses and cooperatives through a focus on the economic and legislative drivers that stimulate entrepreneurship to contribute to radical economic transformation. The realisation of this mandate will lead to increased employment, poverty reduction and reduced inequality.

The department’s mandate is guided by a legislative framework that includes:

- the National Small Business Act (1996)
- the National Small Business Amendment Act (2004)
- the Small Business Development Act (1981)
- the Cooperatives Act (2005)
- the Cooperatives Amendment Act (2013).
",www.dsbd.gov.za
South Africa,Telecommunications and Postal Services,32,True,"## Vote purpose

_Develop information and communication technology (ICT) policies and
legislation that create favourable conditions for accelerated and shared
sustainable economic growth that positively impacts on the wellbeing of all
South Africans._



## Mandate

The Department of Telecommunications and Postal Services is mandated to
develop ICT policies that create conditions for accelerated and sustained
shared growth of the South African economy, and to ensure the development of
robust, reliable, secure and affordable ICT infrastructure. This is to
contribute to the development of an inclusive information society in which
information and ICT tools are key drivers of economic and societal
development. The Electronic Communications Act (2005) mandates the Minister of
Telecommunications and Postal Services to draft policies in order to fulfil
South Africa’s obligations under bilateral, multilateral, and international
treaties and conventions; set guidelines for the determination of certain
licence fees by the Independent Communications Authority of South Africa;
promote universal service and electronic communications services in under-
serviced areas; promote the participation of small business in the ICT sector;
and enhance the capacity of state owned enterprises and exercise oversight
over them. The department also contributes to building an ICT skills base in
the country to ensure equitable prosperity and global competitiveness.

In addition to the Electronic Communications Act (2005), the department’s
mandate is derived from the following legislation:

  * the Electronic Communications and Transactions Act (2002)

  * the Sentech Act (1996)

  * the Postal Services Act (1998)

  * the South Africa Post Office SOC Ltd Act (2011)

  * the South African Postbank Limited Act (2010)

  * the State Information Technology Agency Act (1998)

  * the Broadband Infraco Act (2007).

",www.dtps.gov.za
South Africa,Tourism,33,True,"## Vote purpose

_Promote and support the growth and development of an equitable, competitive
and sustainable tourism sector, enhancing its contribution to national
priorities._



## Mandate

The mandate of the Department of Tourism, as outlined in the Tourism Act (
2014), is to: promote the practice of responsible tourism for the benefit of
South Africa and for the enjoyment of all its residents and foreign visitors;
provide for the effective domestic and international marketing of South Africa
as a tourist destination; promote quality tourism products and services;
promote growth in and development of the tourism sector; and enhance
cooperation and coordination between all spheres of government in developing
and managing tourism.

In recognition of tourism as a national priority with the potential to
contribute significantly to economic development, the 1996 White Paper on the
Development and Promotion of Tourism in South Africa provides for the
promotion of domestic and international tourism. The national tourism sector
strategy provides a blueprint for the sector to meet the growth targets
contained in the national development plan.

",www.tourism.gov.za
South Africa,Trade and Industry,34,True,"## Vote purpose

Lead and facilitate access to sustainable economic activity and employment for
all South Africans through an understanding of the economy, knowledge of
economic opportunities and potential, and anticipation of future economic
trends. Catalyse economic transformation and development, and provide a
predictable, competitive, equitable and socially responsible environment for
investment, enterprise and trade for economic citizens. Contribute to
achieving government’s vision of an adaptive and restructured economy,
characterised by accelerated economic growth, employment creation and greater
equity.



## Mandate

The mandate of the Department of Trade and Industry is derived from a wide
legislative framework that includes:

  * the Companies Act (2008) 

  * the Manufacturing Development Act (1993) 

  * the Broad Based Black Economic Empowerment Act (2003) 

  * the Consumer Protection Act (2008). 

",www.thedti.gov.za
South Africa,Transport,35,True,"## Vote purpose

_Lead the provision of an integrated, sustainable, reliable and safe transport
system through planning, developing, coordinating, promoting and implementing
transport policies, regulations and strategies._



## Mandate

The Constitution identifies the legislative responsibilities of different
spheres of government with regard to airports, roads, traffic management and
public transport. Transport is a function that is legislated and executed at
the national, provincial and local spheres of government. The implementation
of transport functions at the national sphere takes place through public
entities that are overseen by the department, which are discussed at the end
of the chapter.

  

The 1996 White Paper on Transport defines the different sub-sectors in the
transport sector. Broadly, these are the infrastructure and operations of
rail, pipelines, roads, airports, harbours and the intermodal operations of
public transport and freight. The Department of Transport is responsible for
the legislation and policies for all these sub-sectors.

For the intermodal functions of public transport and freight, the guiding
documents are the National Land Transport Act (2009), the public transport
strategy and the national freight logistics strategy.

The department is therefore responsible for conducting sector research,
formulating legislation and policy to set the strategic direction of sub-
sectors, assigning responsibilities to public entities and other spheres of
government, regulating the sector through setting norms and standards, and
monitoring implementation.

",www.transport.gov.za
South Africa,Water and Sanitation,36,True,"## Vote purpose

_Ensure the availability of water resources, facilitate equitable and
sustainable socioeconomic development, and ensure universal access to water
and sanitation services._



## Mandate

The mandate of the Department of Water and Sanitation is set out in the
National Water Act (1998) and the Water Services Act (1997). The department’s
legislative mandate seeks to ensure that the country’s water resources are
protected, managed, used, developed, conserved and controlled through
regulating and supporting the delivery of effective water supply and
sanitation. This is done in accordance with the requirements of water related
policies and legislation that are critical for delivering on people’s right to
have access to sufficient food and water, transforming the economy, and
eradicating poverty.

",http://www.dwa.gov.za
South Africa,Arts and Culture,37,True,"## Vote purpose

_Contribute to sustainable economic development and enhance job creation by
preserving, protecting and developing South African arts, culture and heritage
to sustain a socially cohesive and democratic nation._



## Mandate

The Department of Arts and Culture derives its mandate from the following
legislation:

  * the Heraldry Act (1962)

  * the Culture Promotion Act (1983)

  * the National Archives and Record Service of South Africa Act (1996)

  * the Legal Deposit Act (1997)

  * the South African Geographical Names Council Act (1998)

  * the Cultural Institutions Act (1998)

  * the National Council for Library and Information Act (2001)

  * the National Heritage Resources Act (1999)

  * the Use of Official Languages Act (2012).

Broadly, this legislation mandates the department to:

  * develop and promote arts and culture in South Africa, and mainstream its role in social development

  * develop and promote the official languages of South Africa, and enhance the linguistic diversity of the country

  * improve economic and other development opportunities for South African arts and culture nationally and globally through mutually beneficial partnerships in order to ensure the sustainability of the sector

  * develop and monitor the implementation of policy, legislation and strategic direction for the identification, conservation and promotion of cultural heritage.

",www.dac.gov.za
