government,department_name,vote_number,is_vote_primary,intro,website_url
Northern Cape,Education,4,True,"## Vision

A transformed quality education system.



## Mission

To deliver quality public education to all learners of the Northern Cape which will enable them to play a meaningful role in a dynamic, developmental and economic society

Strategic Goals

* To maintain and improve the provision of quality Education.

* To contribute to the economic growth and development of the province including the creation of decent and sustainable jobs and Entrepreneurship, through education.

* To promote Health Education and the teaching and learning of healthy lifestyles in order to improve the quality of life

* To ensure that education programmes in our schools continue to be transformative and developmental

* To strengthen and improve medium to long term planning, reporting, monitoring, evaluation and administration systems in order to optimise impact of service delivery

* To re-position schools as centres of community life where quality, administrative excellence and safety and security thrive

* To promote social and school enrichment programmes in order to enhance and realize objectives of social cohesion and Community development.




## Core Functions and Responsibilities

* Public Ordinary Schools is aimed at the provision of educators in schools, the development of educators to ensure that they are equipped to provide the best quality teaching and the provision of Learner Teacher Support Materials (LTSM). The function is also aimed at the provisioning of food to Public Ordinary School learners through the National school Nutrition Programme (NSNP).

* Public Special Schools Education includes the provision of schooling to all learners with special educational needs in special schools and full-service schools.

* Early Childhood Development is the provision of Grade R in state, private and community centres. The programme also seeks to provide ECD programmes for pre-Grade R learners.",
Northern Cape,Roads and Public Works,5,True,"## Vision

Trendsetters in infrastructure delivery to change the economic landscape of the Province.



## Mission

* To provide and maintain all provincial land, buildings and road infrastructure in an integrated and sustainable manner.

* The mission will be promoted through mission statements per programme which are as follow:

* To promote and support good governance in the department;

* Meet the accommodation and other specific needs of the provincial departments;

* Provide and maintain integrated road infrastructure that is safe and functional to support social and economic development;

* Alleviate poverty and create job opportunities




## Core functions and responsibilities of the department

* Road Construction, Maintenance and Repairs – The construction of new roads, maintenance of existing roads and the repair of damaged roads and related structures.

* Strategic Planning and development - The development of integrated provincial transport and development plans, as well as departmental policies and procedures

* Public works - Provide and maintain functional and accessible buildings, facilities management services and office accommodation according to the identified needs of provincial departments through planning, design and maintenance of safe and cost effective projects and buildings

* Community based programme – The intervention in the infrastructure sector involves increasing the labour intensity of government-funded infrastructure projects.",
Northern Cape,Economic Development and Tourism,6,True,"## Vision

A radically transformed economy in the Northern Cape.




## Mission

Accelerating the economic growth and development of the Northern Cape Province through diversification, empowerment, employment, business creation and sustainable development.

",
Northern Cape,"Sport, Arts and Culture",7,True,"## Vision

A department committed to creating a prosperous and empowered province united in the advancement of its sport, heritage, arts and culture.



## Mission

To serve all the people of the Northern Cape by promoting, protecting and developing sport and the diverse cultures of our province and at the same time are the catalysts in the development programmes, economic empowerment and other activities, thereby entrenching national building and social cohesion.

",
Northern Cape,Provincial Treasury,8,True,"## Vision

To be the heartbeat of sound financial management that supports economic growth and development.



## Mission

We strive to promote sound fiscal policy that enables financial sustainability and support economic development.



## Core Function and Responsibilities

The core functions and responsibilities of a Provincial Treasury are outlined in the Public Finance Management Act and the Municipalities Finance Management Act, and amongst others, entail the following:

* The preparation of the provincial annual and adjustment budgets;

* Exercising control over the implementation of the provincial departmental budgets;

* Monitoring local government budgets processes;

* Supporting and building capacity in local governments, which includes the coordination of the implementation of the MFMA;

* Ensuring compliance with the annual Division of Revenue Act;

* Promoting and enforcing transparency and effective management of revenue, expenditure, assets and liabilities of the provincial departments and public entities;

* Assisting provincial departments and public entities in their respective capacity building efforts for effective, efficient and transparent financial management by providing assistance with implementation and maintenance of financial systems, PERSAL, LOGIS and BAS;

* Ensure compliance to supply chain management (SCM) best practices;

* Coordinating and monitoring activities of risk management in the province;

* Investigating any systems of financial management and internal controls to be applied by the provincial departments or public entities to enhance effective and efficient financial management;

* Issuing provincial treasury instructions.

* Preparing consolidated financial statements for the province.",
Northern Cape,"Cooperative Governance, Human Settlements and Traditional Affairs",9,True,"## Vision

People of the Northern Cape living in integrated human settlements, with responsive, accountable and highly effective municipalities and traditional institutions.




## Mission

* To facilitate and manage integrated sustainable human settlements and infrastructure development for effective service delivery.

* To facilitate, monitor and support the consolidation and sustainability phases at municipalities for integrated, sustainable service delivery.

* To promote and support inter-sphere engagement for integrated planning and co-ordination.

* To facilitate, develop and support systems and structure to enhance traditional leadership.

* To ensure the efficient, effective and economic utilization of departmental resources to maximise service delivery.

* Acts, rules and regulations",
Northern Cape,Health,10,True,"## Vision

Health service excellence for all.



## Mission

Working together, we are committed to provide quality health care services and promote a healthy society. Our caring, multi- skilled professionals will integrate comprehensive services using evidence-based strategies and partnerships to maximise efficiencies for the benefit of all.

Core functions

* The department’s core function is the provision of health care, which focuses mainly on the District Health System, based on the Primary Health Care Approach. Health care services are provided at a primary, secondary and tertiary level.",
Northern Cape,Social Development,11,True,"## Vision

A caring and self-reliant society.




## Mission

To transform our society by building conscious and capable citizens through the provision of integrated social development services.




## Core functions

Department of Social Development has the responsibility of leading in partnership with stakeholders, outcome 13 by building an inclusive and responsive social protection system. As prescribed in the long term vision of the National Development Plan (NDP) 2030, the social protection system has the ability to assist families to achieve the basic standard of living and make sure that no-one slip below the minimum standard of living.


In this regard, the department has identified in accordance with the NDP 2030 a targeted number of 13 334 zero income households to be migrated out of poverty over the next five years. The services provided by the department are statutory services, counseling services, therapeutic services and programmes, treatment services, after care services, institutionalized services such as support groups with children and parents.


The implementation and outcome of the service delivery goals are guided by the mandate of the Department namely:

* To build an inclusive and responsive social protection system.

* To reform social welfare services as outlined in the Medium Term Strategic Framework 2014-2019 ,

* To provide access to quality Early Childhood Development (ECD) services and strengthen community development interventions as the three sub-outcomes to be achieved through expanding service provision to the vulnerable groups, whilst creating support networks through service provision to respond to the needs of each vulnerable group e.g. people with disabilities, older persons, zero income families or children living and working on the street.


The nature of the services rendered by the Department of Social Development in complementing partnership with stakeholders to various vulnerable groups, requires a service delivery methodology that advocate for teamwork amongst the range of social service professionals within a community to create therapeutic support networks at family level, social protection support networks at soup kitchen, Drop-

in- centre , community level and developmental support networks at Youth Service Centre level for the youth.",
Northern Cape,"Agriculture, Land Reform and Rural Development",12,True,"## Vision

A transformed, vibrant agricultural sector for food security and sustainable rural development.




## Mission

The Department as a lead agent in the sector, will champion land and agrarian transformation, promote and facilitate increased production and provide expertise for improved livelihoods, sustainable rural development and food security for all.



## Core functions and responsibilities of the department

* Coordinate and facilitate rural development programmes that contribute to vibrant, equitable and sustainable rural communities

* Provision of comprehensive post settlement support to land reform beneficiaries

* Ensure food security for all by increasing agricultural production; providing technical support for development of famers and communities

* Establishing markets in rural areas

* Establish agricultural co-operatives throughout the value-chain

* Development and implementation of the sector job creation plan

* Promoting sustainable use and management of natural resources

* Farm worker development

* To provide veterinary services which promote sustainable economic growth through export and import and ensure the health and welfare of people and animals in the Northern Cape

* To ensure the competitive capacity of its clients, through the timely provision of progressive technologies and information with regard to crop production, animal production and resource utilisation

* To provide economic support to internal and external clients with regard to marketing, statistical information including financial feasibility and economic viability studie",
Northern Cape,Environment and Nature Conservation,13,True,"## Vision 

A prosperous society living sustainably with the natural environment. 



## Mission 

Conserve and protect the natural environment for the benefit, enjoyment and welfare of present and future generations by integrating sustainable utilization with socio-economic development.
",
North West,Office of the Premier,1,True,"## Vision

A united, non-racial, non-sexist, democratic and prosperous citizenry in Bokone-Bophirima Province.

## Mission

To work with partners in order to:

* Improve government performance in achieving the desired outcomes;

* Improve service delivery through changing the way government works; and

* Rebrand, Reposition and Renew Bokone Bophirima Province through the five concretes namely, Agriculture, Culture and Tourism (ACT), Villages, Townships and Small Dorpies(VTSD), Setsokotsane, Reconciliation, Healing and Renewal as well as Saamtrek-Saamwerk philosophy




## Core Functions of the Department

* To provide efficient and effective Administrative support services;

* Effective and efficient institutional development support services to the province; and

* To provide quality service delivery through integrated planning, performance monitoring, evaluation and intervention.",
North West,Provincial Legislature,2,True,"## Vision

Democratic, Non Racial, Non Sexist, Transparent and Activist Legislature



## Mission

* To initiate transformation laws.

* To promote public participation and transparency in an accountable manner.

* To establish and maintain a skilled administration to participate effectively in the Core business

of the Legislature.

* To empower Members of the Legislature so as to effectively participate in the business of the

legislature.

* To ensure integration, co-operation and co-ordination between the Legislature and Parliament.




## Core functions of the Legislature

* In order to achieve the above strategic goals, the North West Provincial Legislature (NWPL) is
responsible for carrying out the following core functions:

* To make laws for the province. Essentially, this means that the North West Provincial

* Legislature has a duty to improve the quality of life for the people of North West Province by
creating laws that are just and responsive to the people’s needs.

* To provide support to Committees and the Institution by ensuring public participation in all its
programmes.

* To oversee the provincial government – it is the North West Provincial Legislature’s duty to
ensure that the government of North West uses its authority in a responsible manner, and that
it implements the province’s legislation in the best interest of the people of this province.",
North West,Health,3,True,"## Vision

Healthy self-reliant communities in the North West Province




## Mission

To render accessible, equitable and integrated quality health care services




## Values

In rendering such services, we shall observe values contained in the following:

* Batho Pele Principles

* Patients' Rights Charter

* Victims’ Rights Charter

* Children’s Rights Charter

* Disability Rights Charter

* Older Persons Pledge

* Public Service Principles

* Accountability and Transparency

* Community participation

* Excellence

* Caring

* Access, human dignity and respect",
North West,"Culture, Arts and Traditional Affairs",4,True,"## Vision

A thriving arts, culture and traditional affairs sector contributing to sustainable economic development
in a socially cohesive Bokone Bophirima.



## Mission

To enhance job creation by preserving, protecting and developing arts, culture, Heritage and the
institution of traditional leadership to reposition, renew and rebrand Bokone Bophirima through VTSD
Strategy.



## Main Services that the department intends to deliver

* To render an effective, efficient, equitable corporate and management support services to
internal and external stakeholders to ensure good, clean and value driven corporate governance
through, Human Resource, Finance, Communication and Strategic Management Services.

* The promotion, development and transformation of all cultural activities in Bokone Bophirima, in
order to contribute towards nation-building, god governance, social and human capital
development and sustainable economic growth and opportunities.

* The provisioning of library, information and archive services that will contribute to nation building,
good governance, human capital development and sustainable economic growth and
opportunities.

* To initiate and support socially cohesive recreation structures and activities, through the creation
of access and opportunity with regard to participation in recreation.
The department also provides support to the institutions of traditional leadership through
workshops and grants so as to contribute to a transformed, functional, accountable and
sustainable institution of traditional leadership.",
North West,Community Safety and Transport Management,5,True,"## Vision

Safe Communities and effective transport services



## Mission

We are committed to promote community and road safety, exercise civilian oversight of police and
coordinate transport services through an integrated approach.

Values

Each employee is committed to an IIMPACCT culture that explains our behavior as follow:
* Integrity
* Innovative
* Motivated
* Passionate
* Accountability
* Client focused
* Commitment
* Team work

Core Functions
To conduct research and formulate policies that informs decision-making processes on policing
matters.

* To oversee SAPS compliance to statutory requirements and service delivery;

* To provide integrated social crime prevention initiatives for safer communities;

* To improve the relationship between the police and the community, and mobilization of
stakeholders;

* To facilitate access to an integrated public transport system with a focus on rural areas;

* To promote road safety with targeted stakeholders;

* To provide a planning framework that guides the implementation of transport systems;

* To ensure compliant airport operations that increase air transport movement;

*To monitor and control the registration and licensing of all motor vehicles and to render services
regarding the administration of applications in terms of the National Road Traffic Act ( Act 93 of
1996);

* To regulate, monitor and oversee public transport operations in accordance with statutory
requirements;

* To manage government fleet in accordance with prescribed standards;

* To maintain law and order on land transport by providing quality traffic policing (law enforcement)
services as stipulated by relevant legislation;

* To ensure compliance in terms of K53 testing standards in accordance with the National Road
Traffic Act 93 of 1996.",
North West,Economy and Enterprise Development,6,True,"## Vision

“A growing economy wherein enterprises thrive”




## Mission

To lead, coordinate, support, implement and champion inclusive economic growth for the people of the North West Province through:

* Economic Planning and Development;

* Enterprise Development; and

* Effective Regulatory Services.





## Core functions

* The department’s core functions are summarised as follows:

* Small Business Development;

* Provincial macro-economic planning and development;

* Research to determine economic potential and policy development;

* Economic sector development and sectorial charter implementation;

* Enhancement of productivity and competitiveness of various economic sectors;

* Industrial development facilitation;

* Economic infrastructure development facilitation;

* Investment and trade promotion;

* Regulatory functions (consumer protection and liquor policy administration, BBBEE policy compliance, gambling amongst others);

* Economic development planning & coordination including LED, IDPs, cluster management, and

* Project management.",
North West,Finance,7,True,"## Vision

We will be the ultimate financial management authority and adviser on fiscal matters to the Bokone Bophirima Provincial and Local Administration in pursuit of transparency, good financial management and accountability to all our stakeholders.



## Mission

To provide leadership in the management of public resources for efficient, effective and economic service delivery through a well-coordinated support to Provincial Departments, Public Entities and Municipalities.



## Core Functions

* The core functions of the department include the following;

* Preparation of Annual MTEF and adjustment budgets;

* Province-wide cash management;

* Provide oversight and support on provincial departments and public entities Risk management;

* Providing a management structure for implementation of Infrastructure Delivery Improvement Plans by provincial departments; and

* Monitoring of infrastructure spending for provincial departments.",
North West,Education and Sports Development,8,True,"## Vision

Towards Excellence in Education and Sport Development




## Mission

We provide quality basic education for high learner achievement through educator excellence, as well as sport development, nation building and social cohesion.




## Core functions and responsibilities

The core responsibility of the department is to provide quality education and training for all learners of school going age from Grade R to Grade 12, assisting them through proper guidance to achieve their full potential so that they can play a meaningful role in building the economy of the North West Province and the country at large.

",
North West,Local Government and Human Settlements,9,True,"## Vision

Transformed developmental local governance and integrated sustainable human settlements in
safe and dignified communities.



## Mission Statement

To plan and promote integrated and sustainable human settlements and ensure quality service
delivery through cooperation and good governance with municipalities.",
North West,Tourism,10,True,"## Vision

Leading a dynamic, sustainable, diversified and vibrant tourism sector for the North West Province



## Mission

To lead and grow a dynamic, sustainable, diversified and vibrant tourism sector for the North-West

Province through:

* Promoting partnerships and collaboration with all key stakeholders, in particular the private sector;
* Promoting cultural and heritage tourism in the North West;
* Strengthening institutional capacity;
* Promoting good cooperative governance
* Branding and marketing of North West province as a tourism destination; and
* Creativity and innovation.",
North West,Public Works and Roads,11,True,"## Vision

Delivery and maintenance of quality infrastructure for sustainable growth and development.



## Mission

To provide quality provincial infrastructure and ensure better service delivery.

Values
* The vision and mission statement of the Department are underpinned by the following values:

* Client Focus

* Professionalism

* Integrity

* Commitment

* Valuing of staff and mutual respect at all levels of the organization

* Accountability

* Compliance to the Public Service Code of Conduct





## Core functions

* Implementation of maintenance activities, routine, scheduled conditions assessment of all
buildings and other fixed structures.

* To manage the property portfolio of the province including the establishment and management of
the provincial strategic and infrastructure plan.

* To manage the operations of buildings including facilities management, cleaning, greening,
beautification, interior decoration and designs as well as day to day preventative maintenance of
electronic, electrical and mechanical equipment for all services related to managing a building.

* To promote accessibility support and the safe, affordable movement of people, goods and services
through the delivery and maintenance of transport infrastructure that is sustainable, integrated and
environmentally sensitive, and which supports and facilitates social empowerment and economic
growth.

* To develop new, re-construct, upgrade and rehabilitate and maintain road and transport infrastructure.

* To plan, regulate and facilitate the provision of integrated land transport services through co-ordination and co-operation with national planning authorities and the private sector in order to enhance the mobility of all communities particularly those currently without or with limited access.

* To manage the implementation of programmes and strategies that lead to the development and empowerment of communities and contractors. This includes the provincial management and co-ordination of the Expanded Public Works Programme.",
North West,Social Development,12,True,"## Vision

A Caring and Self-reliant Society



## Mission

To transform our society by building conscious and capable citizens through the provision of
integrated social development services.



## Core Functions of the Department

* Promotion of Community Participation

The Department is committed to promote community participation through information dissemination,
community planning, social mobilization, institution building and partnership development",
North West,Rural Environment and Agricultural Development,13,True,"## Vision

Vibrant and prosperous society in harmony with our natural resources.




## Mission

Working together with our partners to provide sustainable agricultural, environmental management and comprehensive integrated rural development.




## Core functions of the department

* The Department focus primarily on the following mandated core functions:

* Rolling out the Comprehensive Rural Development Programme

* Creating decent employment through Inclusive Economic Growth


* Protecting and Enhancing Environmental Assets and Natural Resources",
Mpumalanga,Office of the Premier,1,True,"## Vision

A strategic centre of excellence for effective and efficient governance.



## Mission

Provide strategic direction and support evidence based decision making through
research, M&E, integrated planning, coordination of Government programmes and
institutional development



## Core functions and responsibilities

The core functions and responsibilities for the Office of the Premier are, inter alia:

• Support the Premier in executing the Executive functions of the Province to achieve
integrated social development and economic growth;

• Support the Executive decision-making processes of the Premier in Executive Council
to inculcate good governance and effective public service delivery;

• Monitor and evaluate performance of all Provincial Executive functions and strategic
programmes for Provincial growth and development to enable the Premier to be
accountable for the overall executive performance of the Province.

• Coordinate strategic alignment and integration of sectorial and sub-sectorial
strategies, policies and programmes to facilitate social transformation and development
and economic growth.

• Support the Premier to implement Provincial Public Service Transformation, reform
and service delivery improvement to build the capability of the Provincial Government to
fulfil its Constitutional obligations.",
Mpumalanga,Provincial Legislature,2,True,"## Vision

A people-centred, African, world class Legislature



## Mission

To hold the Executive and other state organs accountable through intensified oversight
enhanced public involvement and effective law making supported by professional
administrative service",
